City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
329,Riyadh,SA,24.6877,46.7219,77.14,18,1,7.27,clear sky
330,Madimba,TZ,-10.4,40.3333,73.33,86,65,13.8,broken clouds
331,Mookane,BW,-23.688,26.6595,59.29,75,0,8.55,clear sky
332,Hami,CN,42.8,93.45,69.48,9,33,5.01,scattered clouds
333,College,US,64.8569,-147.8028,55.09,36,75,3.44,broken clouds
334,Ondjiva,AO,-17.0667,15.7333,63.25,52,38,7.38,scattered clouds
335,Kaabong,UG,3.4836,34.1492,62.89,93,99,7.45,moderate rain
336,Vestmannaeyjar,IS,63.4427,-20.2734,45.21,77,99,11.59,overcast clouds
337,Oktyabrskiy,RU,54.4815,53.471,35.02,59,4,3.87,clear sky
338,Gigmoto,PH,13.7796,124.39,84.97,68,29,7.38,scattered clouds
339,Sokolo,ML,14.7328,-6.1219,90.61,23,63,2.55,broken clouds
340,San Ignacio,BZ,17.1561,-89.0714,87.94,62,40,6.91,scattered clouds
341,Lompoc,US,34.6391,-120.4579,65.57,69,0,20.71,clear sky
342,Vestmanna,FO,62.1564,-7.1664,38.32,65,100,25.32,overcast clouds
343,Nishihara,JP,26.1842,127.7558,65.86,88,100,12.66,light intensity shower rain
344,Humberto De Campos,BR,-2.5983,-43.4611,75.85,93,100,3.06,overcast clouds
